14	18	17
9	11	14
12	6	18
4	1	7
16	8	1
15	14	7
17	15	10
16	3	6
15	7	6
12	7	12
16	17	1
11	13	13
13	7	6
5	10	5
2	12	11
17	7	11
5	18	14
19	13	5
15	3	4
3	4	5
6	10	17
16	12	18
4	9	16
17	3	19
5	18	7
13	18	17
2	10	13
4	13	2
1	11	16
14	1	7
18	7	2
16	11	14
13	16	9
4	3	7
7	8	16
2	10	18
5	12	13
9	12	7
9	10	11
8	7	6
1	17	8
16	6	3
15	5	8
18	13	7
3	3	16
1	3	11
9	16	7
16	6	18
15	10	17
16	11	1
3	13	2
8	12	14
2	4	2
16	18	16
6	14	1
3	5	17
2	19	10
19	13	11
1	19	19
14	3	17
18	19	15
4	1	10
19	5	3
7	18	7
13	1	4
2	8	12
3	16	9
18	1	4
2	6	14
12	18	17
12	11	2
3	13	2
16	16	2
15	11	6
10	11	14
17	8	11
11	5	15
6	5	17
16	7	3
17	17	4
9	18	2
19	1	17
18	2	6
15	16	15
2	2	15
14	11	13
6	5	3
1	4	7
7	6	1
10	14	13
18	17	7
10	10	9
5	1	11
12	9	13
9	18	19
5	11	16
9	13	11
10	9	10
4	16	16
9	17	1
7	7	1
9	11	7
4	6	15
14	6	14
7	15	8
1	2	13
8	9	16
18	19	16
5	10	8
1	12	10
1	4	3
19	2	8
17	19	14
3	3	11
11	5	19
6	8	2
12	12	11
19	1	9
18	16	16
7	4	2
15	13	8
13	12	3
16	17	6
16	16	14
8	10	13
10	8	6
11	6	10
17	4	4
12	4	15
6	3	14
16	14	7
18	3	2
18	14	14
10	14	7
15	16	5
19	14	11
13	13	4
16	2	10
3	16	18
1	6	5
10	14	4
7	11	3
13	6	13
1	2	16
5	16	17
10	15	15
11	3	19
8	16	4
5	2	2
1	10	12
12	14	16
16	1	18
9	5	16
8	1	15
18	17	15
7	17	1
14	3	14
12	9	5
8	1	9
10	10	16
18	12	18
1	11	19
17	5	4
18	11	11
15	3	3
8	8	3
13	14	5
12	14	19
5	18	2
1	13	3
11	12	15
11	19	12
14	9	1
11	1	17
5	2	1
13	6	15
5	2	11
1	2	5
14	18	11
19	6	3
8	15	7
14	11	18
11	1	15
1	11	17
3	12	8
10	13	6
17	1	8
4	2	12
11	9	14
16	14	18
15	8	14
9	13	1
1	2	18
19	15	15
7	19	16
12	17	8
18	8	18
17	19	4
1	7	8
2	8	12
19	5	11
3	2	15
19	19	14
6	9	8
6	6	1
2	8	5
17	13	13
14	11	14
4	16	10
4	1	8
7	18	12
4	16	12
14	15	14
16	9	14
17	7	9
10	19	3
3	15	16
5	5	7
8	10	5
14	17	5
6	19	16
3	19	1
6	9	3
14	1	8
16	8	6
19	17	14
10	17	8
7	8	4
10	1	2
18	7	8
16	15	12
18	19	3
9	17	14
7	10	10
16	4	13
8	17	14
14	14	10
10	12	3
12	17	18
12	16	6
16	7	5
5	16	14
14	11	9
14	4	2
12	4	14
8	15	11
7	1	13
12	15	1
3	2	14
13	8	10
15	13	18
17	7	5
10	3	13
14	7	12
5	14	12
9	7	14
18	13	9
12	18	2
17	19	10
2	7	3
10	11	15
12	1	4
13	11	11
11	4	10
14	7	10
9	5	5
16	15	19
10	7	6
7	1	3
13	3	18
4	2	4
17	9	8
9	11	19
2	11	11
12	10	18
14	19	11
15	19	5
11	16	11
10	2	3
16	13	19
11	7	10
8	1	4
6	2	12
18	7	16
11	5	18
18	12	6
18	10	2
9	9	17
7	9	12
2	3	5
7	9	7
18	12	3
2	8	9
3	19	7
2	2	2
3	17	15
6	14	16
19	10	18
2	5	11
10	12	12
14	10	18
8	1	6
4	9	19
18	19	19
18	12	17
4	7	3
1	9	11
10	10	14
16	1	9
13	7	3
16	3	15
5	14	12
5	15	5
16	16	14
13	8	19
12	11	13
19	10	15
6	2	19
3	14	11
14	14	18
15	11	15
5	13	8
2	14	12
14	19	13
7	17	19
1	14	18
7	6	2
19	5	2
8	8	2
2	12	9
17	8	16
18	5	13
8	8	1
16	15	8
18	14	14
2	7	2
12	5	14
15	9	13
5	8	6
1	18	19
9	2	13
4	12	4
7	9	9
2	6	16
10	18	18
16	13	7
17	9	6
19	9	5
7	2	12
8	9	19
14	19	1
16	11	1
5	9	11
11	15	12
10	4	9
8	19	19
10	4	8
14	7	11
10	15	9
3	14	17
12	4	12
10	19	8
17	5	16
9	10	5
18	14	19
3	9	15
10	6	19
9	14	2
8	7	4
14	2	4
16	8	11
12	3	8
5	16	13
16	10	1
2	19	19
7	18	8
6	18	4
3	8	7
4	6	4
11	4	10
4	19	19
2	3	1
3	9	10
11	16	11
10	15	12
5	12	19
5	11	14
11	17	18
14	11	2
1	8	5
7	16	1
12	1	13
3	5	11
15	17	9
18	14	2
7	11	14
16	9	12
14	13	8
17	5	5
4	9	7
15	10	14
8	10	13
11	14	9
17	17	11
1	16	9
7	8	5
15	7	8
1	10	12
1	2	11
19	19	14
2	2	1
5	17	5
3	2	17
6	19	8
12	2	2
8	11	1
15	15	5
2	9	7
6	14	13
1	16	18
6	19	12
15	2	7
9	8	16
6	5	3
13	6	15
19	16	3
5	3	11
5	7	3
15	10	18
3	11	13
12	6	4
6	6	10
13	10	10
3	1	19
11	14	9
18	10	16
10	13	5
13	2	18
16	16	12
19	5	12
14	6	7
6	4	8
9	2	13
8	5	16
16	7	10
3	8	10
6	9	16
16	3	3
14	18	9
13	14	12
18	11	2
2	11	5
8	7	17
1	19	12
6	2	15
19	13	2
9	6	18
17	4	18
4	18	17
4	11	4
9	14	6
2	15	5
5	16	7
14	6	7
11	12	9
12	18	18
5	1	14
5	7	4
8	13	12
18	1	13
10	7	12
19	11	16
16	14	10
13	3	7
6	16	6
14	17	5
18	9	7
18	5	9
1	14	17
4	4	14
12	4	4
19	13	9
13	5	7
10	17	13
8	12	2
18	6	6
19	2	18
10	16	11
5	13	8
17	10	2
12	11	4
10	11	5
9	14	7
8	10	8
19	17	8
5	14	13
10	9	8
6	11	3
6	5	15
16	10	6
13	3	7
7	5	5
19	8	9
13	3	17
9	2	19
8	14	7
1	17	18
7	4	5
2	3	4
2	2	10
7	15	8
16	12	14
6	19	1
18	13	11
7	2	7
7	2	13
13	9	14
16	15	18
9	7	6
7	13	13
7	7	10
3	4	17
9	15	2
2	13	6
11	4	1
2	10	12
17	2	19
12	2	13
1	4	17
8	7	6
14	7	17
17	13	10
1	7	12
9	2	1
1	7	4
13	2	9
2	8	6
8	19	1
7	1	18
16	4	2
3	16	2
3	17	9
15	2	11
17	13	6
2	1	10
17	3	9
2	10	10
2	8	6
9	12	10
6	12	12
10	9	18
3	6	14
13	9	4
6	16	9
1	9	14
4	18	1
10	12	10
6	19	18
14	17	16
8	5	9
6	4	4
12	13	17
14	6	12
3	10	13
9	8	15
15	13	14
5	19	17
8	11	8
18	3	17
4	18	2
3	5	4
1	18	16
14	3	7
18	2	11
9	17	12
9	16	14
15	10	15
1	10	12
5	3	13
14	17	9
5	11	10
18	12	13
12	11	19
6	3	4
9	15	6
16	19	17
18	11	15
9	2	15
1	8	6
8	14	15
1	5	13
6	8	10
17	7	9
8	19	6
15	6	4
15	7	9
15	5	10
19	10	8
2	16	13
7	5	16
10	2	17
19	14	19
13	12	5
8	1	2
14	7	12
6	15	7
8	1	15
10	16	10
16	1	16
2	5	8
10	13	9
11	5	11
8	17	1
11	3	19
1	11	12
3	18	13
13	6	6
15	4	3
19	6	11
18	15	9
19	18	2
16	2	16
5	15	6
12	16	5
18	1	11
17	16	16
14	14	9
5	9	4
18	17	14
1	13	13
13	4	14
15	19	17
1	11	6
15	8	3
8	7	1
13	19	5
17	15	15
6	12	16
5	18	6
1	14	5
2	12	9
9	16	1
15	2	15
6	2	13
8	18	12
3	18	14
17	1	18
19	13	19
15	10	12
15	4	2
7	19	16
2	8	16
3	8	19
5	18	8
10	17	9
15	7	9
3	18	3
15	12	13
13	19	11
12	12	13
19	4	14
19	16	8
1	16	3
16	16	19
4	5	17
19	3	17
2	18	2
19	1	3
2	12	1
3	12	9
13	15	12
14	17	13
2	12	4
5	15	15
6	8	4
2	13	11
15	18	4
15	9	10
19	1	3
18	11	19
12	5	7
5	11	10
9	2	16
15	1	1
9	19	5
9	12	1
14	10	19
19	16	17
14	1	14
9	18	1
19	14	7
2	14	12
16	16	1
19	19	17
17	6	5
14	5	11
4	4	2
16	3	9
16	16	10
18	6	10
5	19	15
4	9	19
17	7	19
6	16	14
15	16	8
4	12	12
12	18	15
10	3	12
19	4	18
16	10	9
19	11	9
1	4	17
15	16	9
5	1	1
19	6	7
5	12	3
15	13	10
7	1	16
11	5	16
9	11	12
8	18	9
1	7	18
6	17	3
9	3	3
11	9	7
9	18	18
14	14	4
8	17	6
16	18	5
3	11	18
19	17	17
9	10	11
5	17	16
1	7	12
1	3	15
9	10	10
13	9	5
13	1	11
9	18	2
9	8	18
11	14	4
12	13	19
7	19	3
6	9	15
6	18	11
8	5	7
19	8	17
5	18	14
1	10	13
1	12	2
11	8	15
5	2	16
10	11	8
4	9	6
10	5	16
18	5	5
5	14	16
17	16	14
18	1	6
16	16	1
8	5	9
10	12	9
3	16	6
18	7	6
2	3	4
5	19	1
1	5	8
14	3	4
15	3	11
13	12	11
18	1	6
7	3	5
3	11	15
17	15	18
4	10	11
12	8	3
12	13	3
1	1	16
12	7	4
15	9	1
4	5	17
16	8	14
19	19	15
7	4	14
